subject,class_level,chapter_order,concept,exams,archetype,build_class,archetype_v2,v2_confidence,v2_evidence,v2_top_sim
physics,11,13,Reference Circle and Phasor Representation,b,geometry_plane,widget,none_symbolic,med,"Reference circle/phasor described verbally only ('bead on a turntable... shadow on a wall'); no CHAPTER 13 FIGURES block for it - the book's 4 figures are 13.1-13.4, none a circle.",0.5443
physics,11,13,SHM Energy,b,wave_form,widget,gap_shm_energy_curves,high,"Figure 13.1 is drawn: stacked x-vs-t sine plus K (cos-squared) and U (sin-squared) humps with dashed E line. cos^2/sin^2 are not a sin(bx)+c, so xy_plot cannot express it.",0.5069
physics,11,13,Spring-Mass Systems,b,wave_form,widget,labelled_figure,high,"Figure 13.2 (b)/(c) retrieved: 'two springs in series (stacked end to end with a mass at bottom) beside two springs in parallel', labelled k1, k2, m - a drawn object with callouts.",0.5822
physics,11,13,Simple Pendulum,b,wave_form,widget,labelled_figure,high,"Figure 13.2 panel (a) retrieved twice: 'a simple pendulum displaced by small angle theta... string of length L, the bob, mg... mg cos, mg sin' - a drawn scene with callout labels.",0.6283
physics,11,13,Physical and Torsional Pendulum,j,wave_form,widget,none_symbolic,high,"Chunks give only T=2pi sqrt(I/mgd), L_eq=I/md, T=2pi sqrt(I/kappa) and a rod worked example. The Figure 13.2 caption that appears depicts a SIMPLE pendulum and springs, not these.",0.6214
physics,11,13,SHM in Fluid Systems,j,wave_form,widget,labelled_figure,high,"Figure 13.4 retrieved: 'a U-tube partly filled with liquid, one arm pushed down by y... height difference 2y... total liquid length L' and 'a cylinder floating in liquid, depth h'.",0.5920
physics,11,13,Superposition of SHMs,j,wave_form,widget,none_symbolic,high,"Only phasor algebra, cos-law amplitude, line/ellipse/circle cases, Lissajous named in words. The one figure retrieved is 13.4 (U-tube/float/tunnel), unrelated to superposition.",0.5870
physics,11,13,Damped and Forced Oscillations,b,wave_form,widget,gap_resonance_curve,high,"Figure 13.3 drawn: A vs omega with sharp (high-Q) and flat (low-Q) resonance peaks, plus the +/-A0 e^(-bt/2m) envelope. A resonance peak is none of xy_plot's five closed forms.",0.6988
physics,11,14,Wave Characteristics and Speed,b,wave_form,widget,none_symbolic,high,"v=f*lambda, v=sqrt(T/mu) derivation, cheat sheet. The only table is a Symbol/Meaning/SI-Unit/Dimension glossary - not measured values. No figure exists anywhere in ch14 chunks.",0.5916
physics,11,14,Progressive Wave Equation,b,wave_form,widget,none_symbolic,high,"Addendum C is pure PDE algebra: wave equation, d'Alembert solution, Gaussian/triangular pulse splitting. Example C.2 asks the STUDENT to 'Sketch the pulse'; the book draws none.",0.5866
physics,11,14,Interference of Waves,b,wave_form,widget,none_symbolic,high,"A_res and I formulas, I_max/I_min, path-difference conditions, worked intensity ratios. The pond-ripple picture is prose intuition only; no figure is shown or referenced.",0.5028
physics,11,14,Standing Waves in Strings,b,wave_form,widget,none_symbolic,high,"y=2a sin(kx)cos(wt) derivation, node/antinode positions, f_n=nv/2L. Pitfall 3 even tells the student 'Sketch one loop and label it' - the book itself prints no such figure.",0.5717
physics,11,14,Standing Waves in Air Columns and Acoustics,b,wave_form,widget,none_symbolic,med,Open/closed pipe rules and resonance-tube algebra only. Book tells the student to 'Sketch one loop and label it' and its pro-tip says 'no diagrams needed' - it draws no apparatus.,0.6120
physics,11,14,Beats,b,wave_form,widget,none_symbolic,high,"f_beat=|f1-f2| sum-to-product derivation, wax/filing logic, tuning-fork numericals. The envelope is described in words ('swells and fades'); no waveform is ever plotted.",0.4931
physics,11,14,Doppler Effect,b,wave_form,widget,none_symbolic,high,"Sign-rule formulas, Case A/B derivations, wall-echo numericals. The Situation/Formula/Result table holds formulas and arrows, not measured values, so data_table_trend fails.",0.6285
physics,11,14,Mach Cone and Sonic Boom,j,wave_form,widget,none_symbolic,high,"top_sim 0.314; the only Mach mention in the whole dossier is one clause: 'wavefronts pile into a shock wave (sonic boom / Mach cone)'. No Mach-angle formula, no figure.",0.3137
